timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1546056230157,8,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-7,,true,,356,560,10,10,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,0
1546056230158,19,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-7,,true,,360,562,10,10,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
1546056230159,12,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-7,,true,,376,574,10,10,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,0
1546056230159,155,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-7,,true,,170,539,10,10,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,0
1546056230166,16,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-7,,true,,340,547,10,10,http://localhost:33143/js/bootstrap.js,0,0,2
1546056230166,20,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-7,text,false,,5404,469,10,10,http://localhost:33143/js/modern-business.js,20,0,0
1546056230172,39,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-7,text,true,,55289,542,10,10,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,23,0,2
1546056230232,113,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-8,text,false,,66178,5365,10,10,http://localhost:33143/Portfolio/shareperchase,15,0,0
1546056230232,15,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-8,text,true,,3198,471,10,10,http://localhost:33143/Portfolio/shareperchase,15,0,0
1546056230251,14,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-8,,true,,339,548,10,10,http://localhost:33143/css/bootstrap.css,0,0,0
1546056230251,15,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-8,,true,,346,553,10,10,http://localhost:33143/css/modern-business.css,0,0,0
1546056230252,8,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-8,,true,,356,560,10,10,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,0
1546056230252,9,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-8,,true,,360,562,10,10,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
1546056230253,13,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-8,,true,,376,574,10,10,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,0
1546056230253,92,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-8,,true,,170,539,10,10,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,0
1546056230261,11,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-8,,true,,340,547,10,10,http://localhost:33143/js/bootstrap.js,0,0,3
1546056230261,12,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-8,text,false,,5404,469,10,10,http://localhost:33143/js/modern-business.js,12,0,3
1546056230265,45,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-8,text,true,,55289,542,10,10,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,29,0,0
1546056228766,2020,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-2,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2019
1546056229128,2015,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/negotiate?requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2Fshareperchase&browserName=Chrome&clientProtocol=1.3&_=1546002180669,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-10,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/negotiate?requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2Fshareperchase&browserName=Chrome&clientProtocol=1.3&_=1546002180669,0,0,2015
1546056229211,2007,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-4,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2007
1546056230280,947,http://localhost:33143/Portfolio/Investmentpick,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-9,text,false,,307394,6452,10,10,http://localhost:33143/Portfolio/shareperchase,34,0,3
1546056230280,34,http://localhost:33143/Portfolio/Investmentpick-0,302,Found,Thread Group 1-9,text,true,,925,878,10,10,http://localhost:33143/Portfolio/Investmentpick,34,0,3
1546056230314,22,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-9,text,true,,3199,552,10,10,http://localhost:33143/Portfolio/shareperchase,21,0,0
1546056230340,49,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-9,text,true,,28148,546,10,10,http://localhost:33143/css/bootstrap.css,44,0,5
1546056230340,14,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-9,text,true,,1521,552,10,10,http://localhost:33143/css/modern-business.css,14,0,5
1546056230340,28,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-9,text,true,,94593,557,10,10,http://localhost:33143/Scripts/jquery-1.10.2.min.js,28,0,6
1546056230341,21,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-9,text,true,,22319,559,10,10,http://localhost:33143/Scripts/jquery.validate.min.js,20,0,3
1546056230341,21,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-9,text,true,,6172,571,10,10,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,21,0,0
1546056230341,886,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-9,text,true,,34129,570,10,10,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,629,0,428
1546056230358,37,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-9,text,true,,55695,544,10,10,http://localhost:33143/js/bootstrap.js,37,0,2
1546056230363,12,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-9,text,false,,5404,550,10,10,http://localhost:33143/js/modern-business.js,12,0,2
1546056230363,60,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-9,text,true,,55289,573,10,10,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,42,0,3
1546056229237,2050,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-6,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2049
1546056229329,2020,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-1,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2019
1546056229504,2040,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-5,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2040
1546056231617,15,http://localhost:33143/__browserLink/requestData/ece11d5679c341f5a9ba4d251bb88fd6,404,Not Found,Thread Group 1-10,text,false,,5638,467,10,10,http://localhost:33143/__browserLink/requestData/ece11d5679c341f5a9ba4d251bb88fd6,15,0,4
1546056224254,4576,Test,,"Number of samples in transaction : 5, number of failing samples : 5",Thread Group 1-10,,false,,384692,12284,10,10,null,56,2802,4027
1546056231462,188,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-9,text,false,,66179,5365,10,10,http://localhost:33143/Portfolio/shareperchase,17,0,0
1546056231462,18,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-9,text,true,,3199,471,10,10,http://localhost:33143/Portfolio/shareperchase,17,0,0
1546056231484,15,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-9,,true,,339,548,10,10,http://localhost:33143/css/bootstrap.css,0,0,0
1546056231484,42,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-9,,true,,346,553,10,10,http://localhost:33143/css/modern-business.css,0,0,0
1546056231485,62,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-9,,true,,356,560,10,10,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,0
1546056231486,43,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-9,,true,,360,562,10,10,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
1546056231487,59,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-9,,true,,376,574,10,10,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,0
1546056231488,162,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-9,,true,,170,539,10,10,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,0
1546056231500,65,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-9,,true,,340,547,10,10,http://localhost:33143/js/bootstrap.js,0,0,3
1546056231528,56,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-9,text,false,,5404,469,10,10,http://localhost:33143/js/modern-business.js,56,0,2
1546056231533,91,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-9,text,true,,55289,542,10,10,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,61,0,2
1546056229713,2006,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-3,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2006
1546056231636,428,http://localhost:33143/Portfolio/Investmentpick,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-10,text,false,,307391,6452,10,10,http://localhost:33143/Portfolio/shareperchase,41,0,4
1546056231636,41,http://localhost:33143/Portfolio/Investmentpick-0,302,Found,Thread Group 1-10,text,true,,925,878,10,10,http://localhost:33143/Portfolio/Investmentpick,41,0,4
1546056231677,12,http://localhost:33143/Portfolio/Investmentpick-1,200,OK,Thread Group 1-10,text,true,,3196,552,10,10,http://localhost:33143/Portfolio/shareperchase,12,0,0
1546056231691,18,http://localhost:33143/Portfolio/Investmentpick-2,200,OK,Thread Group 1-10,text,true,,28148,546,10,10,http://localhost:33143/css/bootstrap.css,16,0,0
1546056231691,6,http://localhost:33143/Portfolio/Investmentpick-3,200,OK,Thread Group 1-10,text,true,,1521,552,10,10,http://localhost:33143/css/modern-business.css,6,0,1
1546056231692,29,http://localhost:33143/Portfolio/Investmentpick-4,200,OK,Thread Group 1-10,text,true,,94593,557,10,10,http://localhost:33143/Scripts/jquery-1.10.2.min.js,28,0,1
1546056231693,24,http://localhost:33143/Portfolio/Investmentpick-5,200,OK,Thread Group 1-10,text,true,,22319,559,10,10,http://localhost:33143/Scripts/jquery.validate.min.js,24,0,1
1546056231693,24,http://localhost:33143/Portfolio/Investmentpick-6,200,OK,Thread Group 1-10,text,true,,6172,571,10,10,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,24,0,0
1546056231693,371,http://localhost:33143/Portfolio/Investmentpick-7,200,OK,Thread Group 1-10,text,true,,34129,570,10,10,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,249,0,166
1546056231698,20,http://localhost:33143/Portfolio/Investmentpick-8,200,OK,Thread Group 1-10,text,true,,55695,544,10,10,http://localhost:33143/js/bootstrap.js,20,0,1
1546056231710,4,http://localhost:33143/Portfolio/Investmentpick-9,404,Not Found,Thread Group 1-10,text,false,,5404,550,10,10,http://localhost:33143/js/modern-business.js,4,0,1
1546056231714,33,http://localhost:33143/Portfolio/Investmentpick-10,200,OK,Thread Group 1-10,text,true,,55289,573,10,10,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,16,0,1
1546056230357,2017,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-7,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2017
1546056232297,101,http://localhost:33143/Portfolio/shareperchase,200,"Embedded resource download error:http://localhost:33143/js/modern-business.js code:404 message:Not Found, ",Thread Group 1-10,text,false,,66178,5365,10,10,http://localhost:33143/Portfolio/shareperchase,12,0,0
1546056232297,12,http://localhost:33143/Portfolio/shareperchase-0,200,OK,Thread Group 1-10,text,true,,3198,471,10,10,http://localhost:33143/Portfolio/shareperchase,12,0,0
1546056232314,18,http://localhost:33143/Portfolio/shareperchase-1,304,Not Modified,Thread Group 1-10,,true,,339,548,10,10,http://localhost:33143/css/bootstrap.css,0,0,0
1546056232313,5,http://localhost:33143/Portfolio/shareperchase-2,304,Not Modified,Thread Group 1-10,,true,,346,553,10,10,http://localhost:33143/css/modern-business.css,0,0,0
1546056232313,13,http://localhost:33143/Portfolio/shareperchase-3,304,Not Modified,Thread Group 1-10,,true,,356,560,10,10,http://localhost:33143/Scripts/jquery-1.10.2.min.js,0,0,0
1546056232313,8,http://localhost:33143/Portfolio/shareperchase-4,304,Not Modified,Thread Group 1-10,,true,,360,562,10,10,http://localhost:33143/Scripts/jquery.validate.min.js,0,0,0
1546056232314,7,http://localhost:33143/Portfolio/shareperchase-5,304,Not Modified,Thread Group 1-10,,true,,376,574,10,10,http://localhost:33143/Scripts/jquery.validate.unobtrusive.min.js,0,0,0
1546056232314,84,http://localhost:33143/Portfolio/shareperchase-6,304,Not Modified,Thread Group 1-10,,true,,170,539,10,10,https://ajax.googleapis.com/ajax/libs/jquery/1.11.0/jquery.min.js,0,0,0
1546056232319,13,http://localhost:33143/Portfolio/shareperchase-7,304,Not Modified,Thread Group 1-10,,true,,340,547,10,10,http://localhost:33143/js/bootstrap.js,0,0,0
1546056232321,20,http://localhost:33143/Portfolio/shareperchase-8,404,Not Found,Thread Group 1-10,text,false,,5404,469,10,10,http://localhost:33143/js/modern-business.js,20,0,2
1546056232322,28,http://localhost:33143/Portfolio/shareperchase-9,200,OK,Thread Group 1-10,text,true,,55289,542,10,10,http://localhost:38431/db420c88b0ce466ba593ef6aec931ebc/browserLink,15,0,1
1546056230396,2010,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-8,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2010
1546056231695,2013,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-9,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2013
1546056232439,2006,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort?transport=webSockets&connectionToken=AQAAANCMnd8BFdERjHoAwE%2FCl%2BsBAAAAxjzWcLo0lUGw9PxkRdhOIgAAAAACAAAAAAAQZgAAAAEAACAAAADdX51EVy%2Bmxnxmge%2F2HSgVP1uGx7Tm67CHspnm%2FVtDxgAAAAAOgAAAAAIAACAAAAAX0FyER3%2BcujfmXOMYoG4v1yymndebhDUk7DsArXD69zAAAACJV%2F1yxzf25jG8B6UpIgw2wW4OzTBtIn0di3NmUrlyskldkmRnvnvQQ4hdQflQEZlAAAAAcMrFVaX2we85LDNaD%2FrDQ3c2m%2BXnEAIM%2BgnX0q%2F%2FFf%2BY5gFSZT783cXfKoUC%2F4ltVUG%2BHEQs7BZO5tZCOF1NJw%3D%3D&requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2FinvestmentAccount&browserName=Chrome,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-10,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/abort,0,0,2006
1546056232834,2008,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/negotiate?requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2Fshareperchase&browserName=Chrome&clientProtocol=1.3&_=1546002180669,Non HTTP response code: org.apache.http.conn.HttpHostConnectException,"Non HTTP response message: Connect to localhost:35852 [localhost/127.0.0.1, localhost/0:0:0:0:0:0:0:1] failed: Connection refused: connect",Thread Group 1-2,text,false,,2742,0,10,10,http://localhost:35852/fb20eca1c46d47b7ab0ec7ce96520416/arterySignalR/negotiate?requestUrl=http%3A%2F%2Flocalhost%3A33143%2FPortfolio%2Fshareperchase&browserName=Chrome&clientProtocol=1.3&_=1546002180669,0,0,2008
